Time_s,Pos_X_cm,Pos_Y_cm,Pos_Z_cm
4.0531158447265625e-06,0.0,0.0,0.0
0.02284836769104004,0.5185880232602358,-1.0798375122249126,-1.634957641363144
0.03414559364318848,0.5423159804195166,-1.0301797650754452,-2.1004892885684967
0.060898542404174805,0.5716988816857338,-0.9426956064999104,-2.586420439183712
0.08205580711364746,0.624545756727457,-0.8094331249594688,-3.0731359496712685
0.10311198234558105,0.7088673766702414,-0.6182264070957899,-3.580791875720024
0.1233358383178711,0.7854676805436611,-0.44461339712142944,-3.9497949182987213
0.15173125267028809,0.9023965336382389,-0.2160248113796115,-4.355977103114128
0.17937445640563965,1.0016011074185371,-0.009894183313008398,-4.683559760451317
0.2009882926940918,1.1389795690774918,0.2576620550826192,-5.094218626618385
0.21394872665405273,1.232669036835432,0.4101949278265238,-5.341436713933945
0.24135851860046387,1.277653593569994,0.6037761457264423,-5.607530847191811
0.26215505599975586,1.2222322635352612,0.7653858512639999,-5.699394270777702
0.28408050537109375,1.148171816021204,0.9509081952273846,-5.787026137113571
0.304349422454834,1.0902672074735165,1.0411731898784637,-5.813185498118401
0.3246450424194336,1.0670395568013191,1.045503094792366,-5.797172710299492
0.34563517570495605,1.0751568712294102,1.0227460414171219,-5.78492172062397
0.36693334579467773,1.0967424139380455,0.9508246555924416,-5.743367224931717
0.39418601989746094,1.133450586348772,0.8124098181724548,-5.6618582457304
0.4151322841644287,1.1554245837032795,0.6728622131049633,-5.570460483431816
0.43669581413269043,1.1678875423967838,0.5207967013120651,-5.465229973196983
0.44958996772766113,1.1801771819591522,0.3446938702836633,-5.346643179655075
0.470933198928833,1.190398447215557,0.14304001815617085,-5.210049822926521
0.5002570152282715,1.1935112066566944,-0.08803385426290333,-5.039087682962418
0.5201623439788818,1.1855371296405792,-0.2584128174930811,-4.884636402130127
0.5404098033905029,1.158270426094532,-0.3902505850419402,-4.718131572008133
0.5608313083648682,1.1210432276129723,-0.4839995875954628,-4.523240402340889
0.5817461013793945,1.0679589584469795,-0.5266171880066395,-4.312850162386894
0.6031670570373535,0.9696530178189278,-0.5161999259144068,-4.052037373185158
0.6237173080444336,0.8922369219362736,-0.4642313811928034,-3.8540899753570557
0.6514637470245361,0.794216338545084,-0.3283100435510278,-3.591673821210861
0.672692060470581,0.6942089181393385,-0.21140938624739647,-3.40447798371315
0.6928846836090088,0.5833255592733622,-0.11762878857553005,-3.228888660669327
0.7136826515197754,0.47829514369368553,-0.0400416407501325,-3.076026029884815
0.7345926761627197,0.3911187406629324,0.013698791735805571,-2.9669437557458878
0.7557499408721924,0.29664586763828993,0.05948105244897306,-2.8905780985951424
0.7763407230377197,0.2486600074917078,0.06919355364516377,-2.867351844906807
0.8048422336578369,0.24455401580780745,0.060440157540142536,-2.859829366207123
0.8256688117980957,0.2513502724468708,0.03554056165739894,-2.8495293110609055
0.8459722995758057,0.2640117658302188,-0.010863508214242756,-2.8305428102612495
0.866924524307251,0.2855564234778285,-0.08987186593003571,-2.798839658498764
0.8873898983001709,0.30329322908073664,-0.1549608656205237,-2.773307077586651
0.9091696739196777,0.3171561984345317,-0.2058620098978281,-2.753705531358719
0.9367303848266602,0.3340690163895488,-0.26799452025443316,-2.7302106842398643
0.9497976303100586,0.3433957928791642,-0.31468793749809265,-2.7153080329298973
0.9774832725524902,0.3514116629958153,-0.3441660664975643,-2.704489417374134
0.9985413551330566,0.3514116629958153,-0.3441660664975643,-2.704489417374134
1.0206255912780762,0.3514116629958153,-0.3441660664975643,-2.704489417374134
1.047184944152832,0.3514116629958153,-0.3441660664975643,-2.704489417374134
1.0610544681549072,0.3514116629958153,-0.3441660664975643,-2.704489417374134
1.089407205581665,0.3514116629958153,-0.3441660664975643,-2.704489417374134
1.1096808910369873,0.3514116629958153,-0.3441660664975643,-2.704489417374134
1.1237647533416748,0.3514116629958153,-0.3441660664975643,-2.704489417374134
1.1512444019317627,0.3514116629958153,-0.3441660664975643,-2.704489417374134
1.1721222400665283,0.3514116629958153,-0.3441660664975643,-2.704489417374134
1.1930434703826904,0.3514116629958153,-0.3441660664975643,-2.704489417374134
1.213625431060791,0.3514116629958153,-0.3441660664975643,-2.704489417374134
1.2416949272155762,0.3514116629958153,-0.3441660664975643,-2.704489417374134
1.262115240097046,0.3514116629958153,-0.3441660664975643,-2.704489417374134
1.283064842224121,0.35493685863912106,-0.3450928721576929,-2.7061110362410545
1.3043909072875977,0.35493685863912106,-0.3450928721576929,-2.7061110362410545
1.3250782489776611,0.35493685863912106,-0.3450928721576929,-2.7061110362410545
1.3455493450164795,0.35493685863912106,-0.3450928721576929,-2.7061110362410545
1.3662703037261963,0.35393370781093836,-0.3414040431380272,-2.707458473742008
1.394277572631836,0.35192829091101885,-0.3340300405398011,-2.710157074034214
1.4087646007537842,0.3489223774522543,-0.32297817524522543,-2.714213915169239
1.4291470050811768,0.34591914154589176,-0.3119372995570302,-2.7182813733816147
1.4567348957061768,0.3389220451936126,-0.28621803503483534,-2.727814204990864
1.4775655269622803,0.33193957060575485,-0.2605587476864457,-2.737405151128769
1.4987223148345947,0.3205452347174287,-0.20671102683991194,-2.759748138487339
1.5194790363311768,0.3017497481778264,-0.13772178208455443,-2.7863888069987297
1.5405418872833252,0.27718511410057545,-0.047625708975829184,-2.822069637477398
1.567944049835205,0.24795872159302235,0.05946569726802409,-2.865806221961975
1.581451177597046,0.23441407829523087,0.10905779199674726,-2.8865527361631393
1.6110455989837646,0.22766436450183392,0.13376196147873998,-2.897004783153534
1.6303224563598633,0.22766436450183392,0.13376196147873998,-2.897004783153534
1.650897741317749,0.22766436450183392,0.13376196147873998,-2.897004783153534
1.6723370552062988,0.22766436450183392,0.13376196147873998,-2.897004783153534
1.693587064743042,0.22766436450183392,0.13376196147873998,-2.897004783153534
1.7206246852874756,0.23116609081625938,0.132809451315552,-2.8985384851694107
1.7420728206634521,0.23116609081625938,0.132809451315552,-2.8985384851694107
1.7621805667877197,0.23116609081625938,0.132809451315552,-2.8985384851694107
1.783064365386963,0.23116609081625938,0.132809451315552,-2.8985384851694107
1.8040084838867188,0.23116609081625938,0.132809451315552,-2.8985384851694107
1.8256490230560303,0.23116609081625938,0.132809451315552,-2.8985384851694107
1.8455066680908203,0.23116609081625938,0.132809451315552,-2.8985384851694107
1.8737146854400635,0.23116609081625938,0.132809451315552,-2.8985384851694107
1.8871676921844482,0.23466655984520912,0.13185726711526513,-2.900073304772377
1.9087483882904053,0.24166370276361704,0.1299538416787982,-2.9031461104750633
1.9357643127441406,0.25214997585862875,0.12710109585896134,-2.907763235270977
1.957002878189087,0.2626249101012945,0.12425121385604143,-2.912389487028122
1.9781968593597412,0.27657386381179094,0.12045581825077534,-2.918572537600994
1.998478889465332,0.3017759183421731,0.11025762651115656,-2.932366728782654
2.0274150371551514,0.3372851526364684,0.09725855779834092,-2.950909547507763
2.0410611629486084,0.3759287763386965,0.08333087316714227,-2.9755450785160065
2.0620527267456055,0.4415473435074091,0.06198952905833721,-3.0174296349287033
2.0819461345672607,0.5091996863484383,0.05294152651913464,-3.0729953199625015
2.102404832839966,0.5767468828707933,0.03697552310768515,-3.14781591296196
2.1240875720977783,0.6582454778254032,0.01670065539656207,-3.252701833844185
2.151012420654297,0.7536012679338455,-0.0016304928067256697,-3.3918362110853195
2.1722326278686523,0.8148127235472202,-0.004882923894911073,-3.5268574953079224
2.200228691101074,0.8889495395123959,0.017274735728278756,-3.7230797111988068
2.2136077880859375,0.9470983408391476,0.06277343491092324,-3.9188284426927567
2.234454393386841,0.9874369017779827,0.11371824657544494,-4.096958786249161
2.2630205154418945,1.0532451793551445,0.19957462791353464,-4.35788556933403
2.283214807510376,1.090889796614647,0.2924407599493861,-4.55983430147171
2.30422043800354,1.0988260619342327,0.3841717727482319,-4.700024425983429
2.325746536254883,1.091637834906578,0.508125452324748,-4.839873313903809
2.352447509765625,1.056179217994213,0.6428943946957588,-5.011548101902008
2.373319149017334,1.0061539709568024,0.7200231309980154,-5.146902799606323
2.394446611404419,0.9744674898684025,0.7724551018327475,-5.226291716098785
2.4147963523864746,0.9399745613336563,0.8298570290207863,-5.286147445440292
2.4357736110687256,0.9073945693671703,0.8742195554077625,-5.324893817305565
2.464359760284424,0.8526365272700787,0.9020563215017319,-5.371295660734177
2.484571933746338,0.7974738255143166,0.872922595590353,-5.401403084397316
2.5051722526550293,0.7271938025951385,0.8055531419813633,-5.434834212064743
2.5268399715423584,0.6507613696157932,0.7287640124559402,-5.467808246612549
2.547543525695801,0.555162550881505,0.6327031180262566,-5.510872229933739
2.575528621673584,0.4284096881747246,0.5021171178668737,-5.570286512374878
2.5967977046966553,0.34132772125303745,0.41142087429761887,-5.613023042678833
2.6164655685424805,0.23985749576240778,0.3094427287578583,-5.666025727987289
2.6374545097351074,0.16095273895189166,0.23012952879071236,-5.708914622664452
2.658985137939453,0.11092997156083584,0.17984166042879224,-5.736872926354408
